manufactory;product_name;segment;category;subcategory;Product ID;Product Available (Inventory)
Xerox;Xerox 1880;Consumer;Office Supplies;Paper;1282;167
Executive Impressions;"Executive Impressions 14"" Contract Wall Clock";Consumer;Furniture;Furnishings;1149;53
Carina;Carina Double Wide Media Storage Towers in Natural & Black;Consumer;Office Supplies;Storage;161;481
Other;"Speediset Carbonless Redi-Letter 7"" x 8 1/2""";Consumer;Office Supplies;Paper;1218;12
Other;Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts;Corporate;Furniture;Furnishings;1107;394
Wilson Jones;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear;Corporate;Office Supplies;Binders;540;176
Avery;Avery Heavy-Duty EZD  Binder With Locking Rings;Corporate;Office Supplies;Binders;706;371
Fellowes;Fellowes Officeware Wire Shelving;Corporate;Office Supplies;Storage;438;196
SanDisk;SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card;Corporate;Technology;Accessories;410;271
Avery;Avery Arch Ring Binders;Home Office;Office Supplies;Binders;393;253
Avery;Avery Durable Slant Ring Binders With Label Holder;Home Office;Office Supplies;Binders;950;378
Standard;Standard Rollaway File with Lock;Home Office;Office Supplies;Storage;1121;209
Other;9-3/4 Diameter Round Wall Clock;Corporate;Furniture;Furnishings;571;187
Other;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;Corporate;Office Supplies;Storage;1084;404
iOttie;iOttie HLCRIO102 Car Mount;Corporate;Technology;Phones;588;91
Belkin;Belkin 5 Outlet SurgeMaster Power Centers;Home Office;Office Supplies;Appliances;1216;173
Acco;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;Consumer;Office Supplies;Fasteners;648;0
Memorex;Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive;Consumer;Technology;Accessories;303;288
AT&T;AT&T 1070 Corded Phone;Consumer;Technology;Phones;679;364
Other;Recycled Interoffice Envelopes with String and Button Closure, 10 x 13;Corporate;Office Supplies;Envelopes;1269;26
Staple envelope;Staple envelope;Consumer;Office Supplies;Envelopes;29;417
Other;Flexible Leather- Look Classic Collection Ring Binder;Consumer;Office Supplies;Binders;935;196
Other;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;Consumer;Office Supplies;Appliances;1074;12
DAX;DAX Two-Tone Silver Metal Document Frame;Consumer;Furniture;Furnishings;1633;371
Other;Staples;Corporate;Office Supplies;Fasteners;80;32
Newell;Newell 34;Consumer;Office Supplies;Art;859;449
Chromcraft;Chromcraft Round Conference Tables;Consumer;Furniture;Tables;1347;99
Easy-staple paper;Easy-staple paper;Consumer;Office Supplies;Paper;367;431
Other;Adjustable Depth Letter/Legal Cart;Consumer;Office Supplies;Storage;986;480
Ativa;Ativa V4110MDD Micro-Cut Shredder;Consumer;Technology;Machines;828;368
RCA;RCA ViSYS 25423RE1 Corded phone;Corporate;Technology;Phones;1634;443
Acco;"Acco Banker's Clasps, 5 3/4""-Long";Consumer;Office Supplies;Fasteners;299;435
Other;High Speed Automatic Electric Letter Opener;Consumer;Office Supplies;Supplies;626;115
Verbatim;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack;Consumer;Technology;Accessories;576;92
Polycom;Polycom VVX 310 VoIP phone;Consumer;Technology;Phones;568;55
GBC;GBC ProClick Punch Binding System;Consumer;Office Supplies;Binders;416;337
Xerox;Xerox 194;Consumer;Office Supplies;Paper;278;242
Pyle;Pyle PMP37LED;Consumer;Technology;Phones;310;362
Office Star;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;Corporate;Furniture;Chairs;865;37
REDIFORM;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";Corporate;Office Supplies;Paper;1635;424
Executive Impressions;"Executive Impressions 10"" Spectator Wall Clock";Corporate;Furniture;Furnishings;1196;93
Other;"Elite 5"" Scissors";Corporate;Office Supplies;Supplies;1485;455
Office Impressions;"Office Impressions End Table, 20-1/2""H x 24""W x 20""D";Consumer;Furniture;Tables;1636;161
Other;White Envelopes, White Envelopes with Clear Poly Window;Consumer;Office Supplies;Envelopes;1415;430
Canon;Canon PC170 Desktop Personal Copier;Consumer;Technology;Machines;1536;257
Plantronics;Plantronics Encore H101 Dual Earpieces Headset;Consumer;Technology;Phones;419;271
Avery;Avery 518;Corporate;Office Supplies;Labels;260;196
Berol;Berol Giant Pencil Sharpener;Home Office;Office Supplies;Art;1637;53
Logitech;Logitech G602 Wireless Gaming Mouse;Corporate;Technology;Accessories;618;488
Other;"Green Canvas Binder for 8-1/2"" x 14"" Sheets";Consumer;Office Supplies;Binders;441;341
Other;Cameo Buff Policy Envelopes;Corporate;Office Supplies;Envelopes;320;109
Acco;Acco Perma 4000 Stacking Storage Drawers;Corporate;Office Supplies;Storage;90;124
Eldon;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;Consumer;Furniture;Furnishings;1098;118
Bevis;Bevis Rectangular Conference Tables;Consumer;Furniture;Tables;1062;235
Other;Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags;Consumer;Office Supplies;Appliances;469;84
Other;Peel & Stick Add-On Corner Pockets;Consumer;Office Supplies;Binders;1058;201
Avery;Avery Self-Adhesive Photo Pockets for Polaroid Photos;Home Office;Office Supplies;Binders;875;132
Grandstream;Grandstream GXP1160 VoIP phone;Home Office;Technology;Phones;449;494
Other;Wilson SignalBoost 841262 DB PRO Amplifier Kit;Home Office;Technology;Phones;549;26
Belkin;Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S;Corporate;Technology;Phones;1638;404
GBC;GBC Standard Recycled Report Covers, Clear Plastic Sheets;Consumer;Office Supplies;Binders;40;186
Other;Rubber Band Ball;Consumer;Office Supplies;Fasteners;1533;490
AT&T;AT&T 17929 Lendline Telephone;Consumer;Technology;Phones;79;213
Pressboard;Pressboard Hanging Data Binders for Unburst Sheets;Home Office;Office Supplies;Binders;1054;251
Tyvek;"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box";Home Office;Office Supplies;Envelopes;835;271
Verbatim;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;Home Office;Technology;Accessories;841;476
Other;Coloredge Poster Frame;Consumer;Furniture;Furnishings;1230;27
Other;Satellite Sectional Post Binders;Consumer;Office Supplies;Binders;713;395
Xerox;Xerox 1993;Consumer;Office Supplies;Paper;723;346
Honeywell;Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;Corporate;Office Supplies;Appliances;1632;149
Prang;Prang Drawing Pencil Set;Corporate;Office Supplies;Art;531;251
Deflect-o;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;Consumer;Furniture;Furnishings;809;451
Cisco;Cisco Unified IP Phone 7945G VoIP phone;Consumer;Technology;Phones;688;133
Microsoft;Microsoft Sculpt Comfort Mouse;Home Office;Technology;Accessories;1252;426
Other;Situations Contoured Folding Chairs, 4/Set;Consumer;Furniture;Chairs;478;176
GBC;GBC Binding covers;Consumer;Office Supplies;Binders;1437;168
Xerox;Xerox 193;Consumer;Office Supplies;Paper;1489;18
Other;Personal Folder Holder, Ebony;Consumer;Office Supplies;Storage;330;315
Other;Mini 13-1/2 Capacity Data Binder Rack, Pearl;Corporate;Office Supplies;Storage;1574;265
O'Sullivan;O'Sullivan Living Dimensions 5-Shelf Bookcases;Consumer;Furniture;Bookcases;467;238
Plantronics;Plantronics Audio 478 Stereo USB Headset;Consumer;Technology;Accessories;398;278
REDIFORM;Rediform Voice Mail Log Books;Home Office;Office Supplies;Paper;1228;243
Apple;Apple iPhone 5;Home Office;Technology;Phones;402;185
Kingston;Kingston Digital DataTraveler 16GB USB 2.0;Home Office;Technology;Accessories;906;370
Okidata;Okidata MB760 Printer;Home Office;Technology;Machines;1639;362
Wilson Jones;Wilson Jones Leather-Like Binders with DublLock Round Rings;Corporate;Office Supplies;Binders;93;125
Verbatim;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;Corporate;Technology;Accessories;1275;254
DAX;DAX Charcoal/Nickel-Tone Document Frame, 5 x 7;Home Office;Furniture;Furnishings;1296;316
Chromcraft;Chromcraft Round Conference Tables;Consumer;Furniture;Tables;1347;107
Executive Impressions;"Executive Impressions 13"" Clairmont Wall Clock";Home Office;Furniture;Furnishings;194;350
Iceberg;Iceberg Mobile Mega Data/Printer Cart;Home Office;Office Supplies;Storage;1406;425
Xerox;Xerox 218;Corporate;Office Supplies;Paper;1586;186
Hammermil;Hammermill Color Copier Paper (28Lb. and 96 Bright);Consumer;Office Supplies;Paper;1640;372
Staple envelope;Staple envelope;Consumer;Office Supplies;Envelopes;29;493
Hon;Hon 4070 Series Pagoda Round Back Stacking Chairs;Corporate;Furniture;Chairs;1111;29
Euro Pro;Euro-Pro Shark Turbo Vacuum;Corporate;Office Supplies;Appliances;257;406
Other;Security-Tint Envelopes;Corporate;Office Supplies;Envelopes;464;112
Tennsco;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";Corporate;Office Supplies;Storage;1324;327
Howard Miller;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";Home Office;Furniture;Furnishings;14;248
Eureka;Eureka The Boss Lite 10-Amp Upright Vacuum, Blue;Home Office;Office Supplies;Appliances;1366;118
Ibico;Ibico Covers for Plastic or Wire Binding Elements;Home Office;Office Supplies;Binders;873;401
SAFCO;SAFCO Arco Folding Chair;Corporate;Furniture;Chairs;786;311
GBC;GBC VeloBind Cover Sets;Corporate;Office Supplies;Binders;963;254
Ibico;Ibico EB-19 Dual Function Manual Binding System;Corporate;Office Supplies;Binders;1641;238
Other;"Speediset Carbonless Redi-Letter 7"" x 8 1/2""";Corporate;Office Supplies;Paper;1218;396
SAFCO;SAFCO Commercial Wire Shelving, Black;Corporate;Office Supplies;Storage;331;74
Space Solutions;Space Solutions Industrial Galvanized Steel Shelving.;Corporate;Office Supplies;Storage;932;66
Kensington;Kensington Expert Mouse Optical USB Trackball for PC or Mac;Corporate;Technology;Accessories;321;486
Okidata;Okidata MB491 Multifunction Printer;Corporate;Technology;Machines;1642;425
Polycom;Polycom CX600 IP Phone VoIP phone;Corporate;Technology;Phones;1310;306
Cardinal;Cardinal EasyOpen D-Ring Binders;Home Office;Office Supplies;Binders;993;304
Westinghouse;Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black;Corporate;Furniture;Furnishings;1643;165
Other;High Speed Automatic Electric Letter Opener;Corporate;Office Supplies;Supplies;626;46
Belkin;Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection;Home Office;Office Supplies;Appliances;1644;137
Jabra;Jabra BIZ 2300 Duo QD Duo Corded Headset;Home Office;Technology;Phones;1551;247
Hon;Hon Non-Folding Utility Tables;Consumer;Furniture;Tables;1141;195
Other;Insertable Tab Indexes For Data Binders;Consumer;Office Supplies;Binders;736;47
TOPS;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;Consumer;Office Supplies;Paper;42;175
Westinghouse;Westinghouse Clip-On Gooseneck Lamps;Corporate;Furniture;Furnishings;605;102
Global;Global High-Back Leather Tilter, Burgundy;Corporate;Furniture;Chairs;561;43
Wilson Jones;Wilson Jones Leather-Like Binders with DublLock Round Rings;Corporate;Office Supplies;Binders;93;452
Advantus;Advantus Panel Wall Acrylic Frame;Consumer;Furniture;Furnishings;262;269
SAFCO;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;Consumer;Furniture;Bookcases;68;410
Boston;BOSTON Ranger #55 Pencil Sharpener, Black;Consumer;Office Supplies;Art;151;495
Xerox;Xerox 1993;Consumer;Office Supplies;Paper;723;220
Other;V7 USB Numeric Keypad;Home Office;Technology;Accessories;1645;198
Global;Global Comet Stacking Arm Chair;Corporate;Furniture;Chairs;1332;313
Avery;Avery Round Ring Poly Binders;Corporate;Office Supplies;Binders;246;464
Xerox;Xerox 1964;Home Office;Office Supplies;Paper;1130;472
Xerox;Xerox 1964;Home Office;Office Supplies;Paper;1130;282
Novimex;Novimex Swivel Fabric Task Chair;Corporate;Furniture;Chairs;119;308
GBC;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";Corporate;Office Supplies;Binders;444;295
Acco;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";Consumer;Office Supplies;Binders;996;191
Plantronics;Plantronics Voyager Pro HD - Bluetooth Headset;Consumer;Technology;Phones;983;460
Newell;Newell 345;Consumer;Office Supplies;Art;137;285
Electrix;Electrix Halogen Magnifier Lamp;Consumer;Furniture;Furnishings;400;491
Honeywell;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;Consumer;Office Supplies;Appliances;453;308
Other;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;Consumer;Office Supplies;Envelopes;1491;248
Other;i.Sound Portable Power - 8000 mAh;Consumer;Technology;Phones;1243;356
Hoover;Hoover WindTunnel Plus Canister Vacuum;Consumer;Office Supplies;Appliances;656;342
Balt;Balt Solid Wood Rectangular Table;Consumer;Furniture;Tables;751;318
Atlantic;Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;Consumer;Furniture;Bookcases;1646;32
Ibico;Ibico Recycled Grain-Textured Covers;Corporate;Office Supplies;Binders;1599;439
Master Caster;Master Caster Door Stop, Brown;Consumer;Furniture;Furnishings;111;494
GE;GE 4 Foot Flourescent Tube, 40 Watt;Consumer;Furniture;Furnishings;328;335
Chromcraft;Chromcraft Round Conference Tables;Home Office;Furniture;Tables;1347;377
Belkin;Belkin iPhone and iPad Lightning Cable;Consumer;Technology;Phones;1647;288
Other;Clear Mylar Reinforcing Strips;Consumer;Office Supplies;Binders;607;92
Xerox;Xerox 225;Consumer;Office Supplies;Paper;6;6
Xerox;Xerox 1894;Consumer;Office Supplies;Paper;1365;447
Other;i.Sound Portable Power - 8000 mAh;Consumer;Technology;Phones;1243;309
Eldon;Eldon Image Series Desk Accessories, Ebony;Corporate;Furniture;Furnishings;691;243
Global;Global Airflow Leather Mesh Back Chair, Black;Consumer;Furniture;Chairs;1027;153
Newell;Newell 33;Consumer;Office Supplies;Art;1648;223
Avery;Avery Durable Slant Ring Binders;Consumer;Office Supplies;Binders;1649;34
SAFCO;Safco Drafting Table;Corporate;Furniture;Tables;614;121
Prang;Prang Dustless Chalk Sticks;Corporate;Office Supplies;Art;319;5
Logitech;Logitech ClearChat Comfort/USB Headset H390;Corporate;Technology;Accessories;395;236
Global;Global Stack Chair with Arms, Black;Consumer;Furniture;Chairs;1004;277
Other;"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size";Corporate;Office Supplies;Paper;1650;115
O'Sullivan;O'Sullivan Living Dimensions 3-Shelf Bookcases;Consumer;Furniture;Bookcases;1370;278
Hunt;Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black;Consumer;Office Supplies;Art;535;124
Other;BlackBerry Q10;Corporate;Technology;Phones;696;110
Newell;Newell 319;Corporate;Office Supplies;Art;263;243
Logitech;Logitech P710e Mobile Speakerphone;Consumer;Technology;Accessories;1042;259
Gould Plastics;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;Corporate;Office Supplies;Storage;558;408
Wilson Jones;"Wilson Jones Hanging View Binder, White, 1""";Consumer;Office Supplies;Binders;747;40
Adams;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";Consumer;Office Supplies;Paper;904;51
Tenex;Tenex Personal Self-Stacking Standard File Box, Black/Gray;Consumer;Office Supplies;Storage;1263;322
Other;Case Logic 2.4GHz Wireless Keyboard;Consumer;Technology;Accessories;619;190
Eldon;Eldon Expressions Wood and Plastic Desk Accessories, Oak;Corporate;Furniture;Furnishings;1651;132
DAX;DAX Two-Tone Silver Metal Document Frame;Corporate;Furniture;Furnishings;1633;3
Acco;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";Corporate;Office Supplies;Binders;996;91
Xerox;Xerox 1983;Consumer;Office Supplies;Paper;1186;358
Rogers;Rogers Deluxe File Chest;Consumer;Office Supplies;Storage;1124;234
Other;Hanging Personal Folder File;Corporate;Office Supplies;Storage;1532;291
Bush;Bush Andora Bookcase, Maple/Graphite Gray Finish;Consumer;Furniture;Bookcases;1044;162
Clearsounds;Clearsounds A400;Consumer;Technology;Phones;1652;316
Global;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;Home Office;Furniture;Chairs;249;420
Other;Computer Printout Paper with Letter-Trim Perforations;Home Office;Office Supplies;Paper;1174;490
Jabra;Jabra BIZ 2300 Duo QD Duo Corded Headset;Home Office;Technology;Phones;1551;62
Howard Miller;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";Consumer;Furniture;Furnishings;1412;413
GBC;GBC Plastic Binding Combs;Consumer;Office Supplies;Binders;115;260
Acco;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";Consumer;Office Supplies;Binders;15;107
Other;Memo Book, 100 Message Capacity, 5 3/8” x 11”;Consumer;Office Supplies;Paper;101;230
Xerox;Xerox 188;Corporate;Office Supplies;Paper;1382;28
Global;Global Value Steno Chair, Gray;Consumer;Furniture;Chairs;666;218
Anker;Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard;Consumer;Technology;Accessories;1290;298
Other;LG Exalt;Consumer;Technology;Phones;1570;442
Belkin;Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector;Corporate;Office Supplies;Appliances;1173;200
Other;Staples;Corporate;Office Supplies;Fasteners;80;226
Hon;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;Consumer;Furniture;Chairs;527;337
Avery;Avery Non-Stick Binders;Consumer;Office Supplies;Binders;261;31
Staple remover;Staple remover;Consumer;Office Supplies;Supplies;490;108
Other;Regeneration Desk Collection;Home Office;Furniture;Furnishings;724;102
Boston;Boston 16801 Nautilus Battery Pencil Sharpener;Consumer;Office Supplies;Art;855;151
Other;Cyber Acoustics AC-202b Speech Recognition Stereo Headset;Corporate;Technology;Phones;1620;355
Avery;Avery Hanging File Binders;Corporate;Office Supplies;Binders;1197;211
Avery;Avery 473;Corporate;Office Supplies;Labels;1653;446
Acme;Acme Value Line Scissors;Corporate;Office Supplies;Supplies;818;63
Newell;Newell 345;Consumer;Office Supplies;Art;137;199
Boston;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;Consumer;Office Supplies;Art;487;202
Other;50 Colored Long Pencils;Consumer;Office Supplies;Art;1020;172
Newell;Newell 342;Consumer;Office Supplies;Art;1654;413
Fellowes;Fellowes Bankers Box Recycled Super Stor/Drawer;Consumer;Office Supplies;Storage;123;104
